Expt,Key,Doc_count
1,0502,282846
1,0503,137180
1,0504,130194
1,0505,106601
1,0506,114944
1,0507,224699
1,0508,334438
1,0509,241144
1,0510,365406
1,0511,368584
1,0512,341769
1,0513,152997
1,0514,229540
1,0515,365717
1,0516,357499
1,0517,364449
1,0518,363543
1,0519,331420
1,0520,146196
1,0521,220703
1,0522,359250
1,0523,446895
1,0524,424939
1,0525,421404
1,0526,367792
1,0527,147879
1,0528,228991
1,0529,404211
1,0530,400430
1,0531,406516
